ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
W2083,6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,6,white
W2084,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7,white
W2085,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7,white
W2086,7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,5,white
W2087,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6,white
W2088,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6,white
W2089,6.2,0.19,0.29,4.3,0.045,33,126,0.99658,3.18,0.42,9.3,6,white
W2090,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6,white
W2091,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6,white
W2092,6.8,0.21,0.42,1.2,0.045,24,126,0.99234,3.09,0.87,10.9,6,white
W2093,7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7,6,white
W2094,6.8,0.25,0.28,5,0.035,42,126,0.99048,3.12,0.38,12.6,7,white
W2095,6.4,0.32,0.31,1.9,0.037,34,126,0.99,3.06,0.45,11.8,6,white
W2096,7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,6,white
W2097,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5,white
W2098,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5,white
W2099,6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,5,white
W2100,6,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,5,white
W2101,5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,5,white
W2102,6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,6,white
W2103,6.6,0.26,0.36,1.2,0.035,43,126,0.99094,3.01,0.63,11.4,6,white
W2104,6,0.2,0.33,1.1,0.039,45,126,0.99051,3.31,0.45,11.6,7,white
W2105,6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,6,white
W2106,6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,6,white
W2107,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7,white
W2108,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7,white
W2109,6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,7,white
W2110,7,0.29,0.37,4.9,0.034,26,127,0.9928,3.17,0.44,10.8,6,white
W2111,5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,7,white
W2112,7.4,0.29,0.5,1.8,0.042,35,127,0.9937,3.45,0.5,10.2,7,white
W2113,7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6,7,white
W2114,7.4,0.41,0.34,4.7,0.042,19,127,0.9953,3.25,0.42,10.4,5,white
W2115,5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5,7,white
W2116,6.6,0.25,0.31,1.5,0.035,32,127,0.9921,3.41,0.47,11.3,6,white
W2117,6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,7,white
W2118,6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,7,white
W2119,7,0.12,0.19,4.9,0.055,27,127,0.9953,3.29,0.41,9.4,5,white
W2120,7.8,0.27,0.28,1.8,0.05,21,127,0.9934,3.15,0.44,9.9,5,white
W2121,7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,6,white
W2122,5.8,0.15,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3,5,white
W2123,7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6,white
W2124,7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6,white
W2125,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7,white
W2126,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7,white
W2127,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7,white
W2128,6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8,6,white
W2129,6,0.14,0.17,5.6,0.036,37,127,0.99373,3.05,0.57,9.8,6,white
W2130,8.7,0.3,0.34,4.8,0.018,23,127,0.99474,3.12,0.49,11.2,7,white
W2131,6.2,0.27,0.26,12.1,0.046,43,127,0.9951,3.16,0.37,10.8,6,white
W2132,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5,white
W2133,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5,white
W2134,6,0.3,0.33,2.1,0.042,31,127,0.98964,3.32,0.42,12.5,6,white
W2135,8,0.37,0.31,4.7,0.038,3,127,0.99186,2.9,0.72,12.1,5,white
W2136,6.8,0.27,0.24,4.6,0.098,36,127,0.99412,3.15,0.49,9.6,6,white
W2137,5.7,0.25,0.32,12.2,0.041,43,127,0.99524,3.23,0.53,10.4,7,white
W2138,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6,white
W2139,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6,white
W2140,4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8,8,white
W2141,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6,white
W2142,6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,5,white
W2143,5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,6,white
W2144,6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,5,white
W2145,5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,5,white
W2146,6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,5,white
W2147,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6,white
W2148,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6,white
W2149,6.9,0.31,0.34,1.6,0.032,23,128,0.9917,3.37,0.47,11.7,6,white
W2150,5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,6,white
W2151,7,0.31,0.29,1.4,0.037,33,128,0.9896,3.12,0.36,12.2,7,white
W2152,7,0.24,0.35,1.5,0.052,51,128,0.9941,3.41,0.59,10.4,7,white
W2153,5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8,white
W2154,5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8,white
W2155,6.9,0.23,0.34,4,0.047,24,128,0.9944,3.2,0.52,9.7,6,white
W2156,7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7,white
W2157,7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7,white
W2158,7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,8,white
W2159,6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,6,white
W2160,6.8,0.22,0.49,0.9,0.052,26,128,0.991,3.25,0.35,11.4,6,white
W2161,8.5,0.17,0.74,3.6,0.05,29,128,0.9928,3.28,0.4,12.4,6,white
W2162,7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,6,white
W2163,7.1,0.64,0.49,1.8,0.05,17,128,0.9946,3.31,0.58,10.6,4,white
W2164,6.2,0.22,0.49,6,0.029,31,128,0.9928,3.41,0.36,11.3,8,white
W2165,8.8,0.39,0.34,5.9,0.055,33,128,0.9927,2.95,0.51,11.8,6,white
W2166,6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,8,white
W2167,6,0.27,0.15,1.5,0.056,35,128,0.9936,3.12,0.45,8.8,5,white
W2168,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,5,white
W2169,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,5,white
W2170,7.1,0.14,0.35,1.4,0.039,24,128,0.99212,2.97,0.68,10.4,5,white
W2171,7,0.28,0.32,1.7,0.038,27,128,0.99375,3.2,0.62,10.2,6,white
W2172,6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,5,white
W2173,6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,5,white
W2174,7.8,0.17,0.23,1.7,0.029,39,128,0.99272,3.37,0.41,10.7,7,white
W2175,6.6,0.21,0.29,1.8,0.026,35,128,0.99183,3.37,0.48,11.2,6,white
W2176,7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9,5,white
W2177,6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6,5,white
W2178,6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,6,white
W2179,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,white
W2180,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,white
W2181,5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,5,white
W2182,6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,6,white
W2183,7.2,0.17,0.37,6.9,0.059,47,128,0.99322,3.08,0.46,11,7,white
W2184,6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,white
W2185,6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,white
W2186,8.9,0.27,0.28,0.8,0.024,29,128,0.98984,3.01,0.35,12.4,6,white
W2187,6.5,0.28,0.25,4.8,0.029,54,128,0.99074,3.17,0.44,12.2,7,white
W2188,5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8,white
W2189,5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,white
W2190,5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,white
W2191,5.9,0.65,0.23,5,0.035,20,128,0.99016,3.46,0.48,12.8,6,white
W2192,6.5,0.25,0.32,9.9,0.045,41,128,0.99636,3.18,0.52,9.6,6,white
W2193,6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,6,white
W2194,6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,6,white
W2195,6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,6,white
W2196,6.8,0.34,0.36,8.9,0.029,44,128,0.99318,3.28,0.35,11.95,7,white
W2197,8.1,0.22,0.43,1.5,0.044,28,129,0.9938,3.22,0.45,11,6,white
W2198,8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,6,white
W2199,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6,white
W2200,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6,white
W2201,6,0.24,0.32,6.3,0.03,34,129,0.9946,3.52,0.41,10.4,5,white
W2202,6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,6,white
W2203,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,5,white
W2204,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,5,white
W2205,8.1,0.25,0.38,3.8,0.051,18,129,0.9928,3.21,0.38,11.5,6,white
W2206,6,0.495,0.27,5,0.157,17,129,0.99396,3.03,0.36,9.3,5,white
W2207,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7,white
W2208,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7,white
W2209,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7,white
W2210,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7,white
W2211,6.45,0.14,0.42,1.2,0.05,51,129,0.99116,3.27,0.69,11.1,7,white
W2212,7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,6,white
W2213,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7,white
W2214,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7,white
W2215,5.1,0.33,0.27,6.7,0.022,44,129,0.99221,3.36,0.39,11,7,white
W2216,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5,white
W2217,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5,white
W2218,6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9,5,white
W2219,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,white
W2220,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,white
W2221,6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,6,white
W2222,6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,6,white
W2223,6.2,0.24,0.27,16.8,0.04,48,129,0.99691,3.23,0.38,10.5,6,white
W2224,8.4,0.27,0.3,2.2,0.037,36,129,0.99085,2.89,0.3,11.46666667,6,white
W2225,6.6,0.35,0.26,2.7,0.045,19,129,0.98952,3.24,0.48,13,7,white
W2226,5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,4,white
W2227,5.8,0.42,0.3,2.2,0.035,26,129,0.989,3.32,0.47,12.9,6,white
W2228,5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4,7,white
W2229,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7,white
W2230,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7,white
W2231,6.3,0.22,0.43,4.55,0.038,31,130,0.9918,3.35,0.33,11.5,7,white
W2232,6.2,0.24,0.29,13.3,0.039,49,130,0.9952,3.33,0.46,11,8,white
W2233,7.8,0.28,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5,5,white
W2234,6.7,0.31,0.3,2.1,0.038,18,130,0.9928,3.36,0.63,10.6,6,white
W2235,7.7,0.2,0.44,13.9,0.05,44,130,0.99855,3.11,0.48,10,6,white
W2236,9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,6,white
W2237,6.5,0.37,0.33,3.9,0.027,40,130,0.9906,3.28,0.39,12.7,7,white
W2238,6.2,0.3,0.32,1.7,0.032,30,130,0.9911,3.28,0.41,11.2,7,white
W2239,5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6,white
W2240,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,white
W2241,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,white
W2242,9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,7,white
W2243,8.7,0.15,0.3,1.6,0.046,29,130,0.9942,3.22,0.38,9.8,6,white
W2244,8.4,0.22,0.28,18.8,0.028,55,130,0.998,2.96,0.35,11.6,5,white
W2245,8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,6,white
W2246,7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,7,white
W2247,7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,6,white
W2248,7,0.28,0.26,1.7,0.042,34,130,0.9925,3.43,0.5,10.7,8,white
W2249,9.8,0.16,0.46,1.8,0.046,23,130,0.99587,3.04,0.67,9.6,5,white
W2250,7.3,0.27,0.37,9.7,0.042,36,130,0.9979,3.48,0.75,9.9,6,white
W2251,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7,white
W2252,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,7,white
W2253,6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8,5,white
W2254,7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,5,white
W2255,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,white
W2256,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,white
W2257,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,white
W2258,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,white
W2259,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,white
W2260,6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5,6,white
W2261,7.2,0.26,0.24,7,0.023,19,130,0.99176,3.14,0.49,12.8,7,white
W2262,6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,white
W2263,6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,white
W2264,6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13,7,white
W2265,5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,white
W2266,5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,white
W2267,6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5,white
W2268,6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5,white
W2269,6.1,0.17,0.21,1.9,0.09,44,130,0.99255,3.07,0.41,9.7,5,white
W2270,6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,6,white
W2271,6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,6,white
W2272,5.9,0.21,0.23,7.9,0.033,22,130,0.9944,3.38,0.59,10.9,6,white
W2273,4.8,0.225,0.38,1.2,0.074,47,130,0.99132,3.31,0.4,10.3,6,white
W2274,5.3,0.4,0.25,3.9,0.031,45,130,0.99072,3.31,0.58,11.75,7,white
W2275,5.8,0.27,0.4,1.2,0.076,47,130,0.99185,3.13,0.45,10.3,6,white
W2276,6.5,0.28,0.34,4.6,0.054,22,130,0.99193,3.2,0.46,12,7,white
W2277,7.4,0.16,0.31,6.85,0.059,31,131,0.9952,3.29,0.34,9.7,5,white
W2278,7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,6,white
W2279,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,5,white
W2280,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,white
W2281,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,5,white
W2282,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,white
W2283,6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,6,white
W2284,6.5,0.18,0.33,8,0.051,16,131,0.9965,3.28,0.44,8.7,7,white
W2285,6.6,0.13,0.3,4.9,0.058,47,131,0.9946,3.51,0.45,10.3,6,white
W2286,7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,5,white
W2287,7.7,0.39,0.3,5.2,0.037,29,131,0.9943,3.38,0.44,11,6,white
W2288,6.4,0.26,0.22,5.1,0.037,23,131,0.9944,3.29,0.32,10.1,5,white
W2289,7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,6,white
W2290,8,0.29,0.49,11.7,0.035,40,131,0.9958,3.14,0.34,10.8,5,white
W2291,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,5,white
W2292,9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,7,white
W2293,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,5,white
W2294,7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,7,white
W2295,6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,7,white
W2296,6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,6,white
W2297,6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6,5,white
W2298,6.6,0.12,0.25,1.4,0.039,21,131,0.99114,3.2,0.45,11.2,7,white
W2299,6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5,white
W2300,6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5,white
W2301,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8,white
W2302,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8,white
W2303,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6,white
W2304,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6,white
W2305,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,white
W2306,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,white
W2307,5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,5,white
W2308,5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,5,white
W2309,6.4,0.24,0.32,0.95,0.041,23,131,0.99033,3.25,0.35,11.8,5,white
W2310,6.7,0.13,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3,6,white
W2311,6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6,white
W2312,5.8,0.22,0.3,1.1,0.047,36,131,0.992,3.26,0.45,10.4,5,white
W2313,7.5,0.2,0.41,1.2,0.05,26,131,0.99133,3.19,0.52,11.1,5,white
W2314,6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9,5,white
W2315,6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6,white
W2316,6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6,white
W2317,6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,5,white
W2318,6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,6,white
W2319,6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,5,white
W2320,5.6,0.18,0.3,10.2,0.028,28,131,0.9954,3.49,0.42,10.8,7,white
W2321,6.5,0.5,0.22,4.1,0.036,35,131,0.9902,3.26,0.55,13,7,white
W2322,6.6,0.28,0.09,10.9,0.051,37,131,0.99566,2.93,0.62,9.5,6,white
W2323,7,0.24,0.47,1.3,0.043,18,131,0.99176,3.19,0.45,11,6,white
W2324,6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6,white
W2325,6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6,white
W2326,7.4,0.27,0.48,1.1,0.047,17,132,0.9914,3.19,0.49,11.6,6,white
W2327,6.8,0.2,0.59,0.9,0.147,38,132,0.993,3.05,0.38,9.1,6,white
W2328,7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7,white
W2329,7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,5,white
W2330,8.4,0.17,0.31,6.7,0.038,29,132,0.9945,3.1,0.32,10.6,7,white
W2331,7.2,0.25,0.32,1.5,0.047,27,132,0.9933,3.26,0.44,10.5,5,white
W2332,6.2,0.22,0.27,1.5,0.064,20,132,0.9938,3.22,0.46,9.2,6,white
W2333,6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,7,white
W2334,6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,7,white
W2335,6.9,0.35,0.74,1,0.044,18,132,0.992,3.13,0.55,10.2,5,white
W2336,7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7,white
W2337,7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7,white
W2338,7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,6,white
W2339,6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4,5,white
W2340,7.9,0.18,0.36,5.9,0.058,31,132,0.995,3.25,0.52,10.9,6,white
W2341,8.9,0.24,0.33,15.75,0.035,16,132,0.996,3,0.37,12.1,6,white
W2342,7.2,0.39,0.54,1.4,0.157,34,132,0.99449,3.11,0.53,9,6,white
W2343,7.2,0.39,0.54,1.4,0.157,34,132,0.99449,3.11,0.53,9,6,white
W2344,7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12,7,white
W2345,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5,white
W2346,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5,white
W2347,6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1,6,white
W2348,6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,7,white
W2349,8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13,6,white
W2350,7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,6,white
W2351,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6,white
W2352,5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,7,white
W2353,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6,white
W2354,7.8,0.22,0.26,9,0.047,38,132,0.997,3.25,0.53,10.2,6,white
W2355,6.9,0.33,0.62,7.5,0.038,46,132,0.99143,3.23,0.43,13.4,7,white
W2356,5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6,white
W2357,5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6,white
W2358,6.3,0.3,0.2,3.7,0.039,34,132,0.99158,3,0.38,10.7,5,white
W2359,7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,6,white
W2360,5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3,5,white
W2361,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,white
W2362,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,white
W2363,6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.26666667,7,white
W2364,6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.3,7,white
W2365,7.1,0.43,0.25,2.8,0.036,43,132,0.98975,3.21,0.47,13.4,6,white
W2366,6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,6,white
W2367,6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,6,white
W2368,6.3,0.23,0.5,10.4,0.043,61,132,0.99542,2.86,0.46,9.1,6,white
W2369,7.1,0.24,0.34,1.2,0.045,6,132,0.99132,3.16,0.46,11.2,4,white
W2370,6.1,0.32,0.28,6.6,0.021,29,132,0.99188,3.15,0.36,11.45,7,white
